id,round,title,texts,areaScope,latitude,longitude,versionsCount,state,total_comments_count,selected,link_plans,num_link_proposals,adj_budget,budgetamount,district
1589,3,Pannukakunpuistikkoon talviuintipaikka ja pukukopit,"Pannukakunpuistikon mattolaituria käytetään kesäisin pääasiassa uimiseen, joten sen käyttötarkoitusta voisi päivittää sopimaan paremmin uimiseen kesäisin sekä talvisin. Laiturin läheisyyteen tulisi rakentaa vaatteidenvaihtokopit, myöhemmin mahdollisesti saunayrittäjälle paikka rantapromenadilta. ",Keskinen,60.18159912440672,24.962484973121565,7.0,accepted,1.0,Not selected,2282.0,3.0,66666.66666666667,200000.0,Kallio
159,1,"Nuorille töitä, senioreille ja muille apua tarvitseville apua!","Haluamme alueelle koordinaattorin, joka liittää yhteen apua tarvitsevia ihmisiä sekä nuoria, jotka tarvitsevat työkokemusta. 

Keskeistä on, että koordinaattori hoitaa vakuutukset, palkanmaksun sekä työnjohdon. Koordinaattori tekee työtodistukset. 

Alueen asukkaiden toivomia tehtäviä ovat rännien puhdistukset, ruohon leikkaaminen, koiran ulkoiluttaminen, kaupassa käyminen, ikkunoiden peseminen ... sekä monet muut yksinkertaiset kotityöt. 

Ajatus olisi tällätavoin rakentaa kesätyömalli nuorille, ensin esimerkiksi ysiluokkalaisille alueella. Näin alueen asukkaat myös kohtaisivat ja tutustuisivat toisiinsa. ",Pohjoinen,60.17116,24.93266,31.0,accepted,3.0,Selected,338.0,1.0,83000.0,83000.0,Kampinmalmi
1590,2,Vanhan koulurakennuksen peruskorjaus,"Jakomäen peruskoulun oppilaat muuttivat äsken uuteen koulurakennukseen. Vanha rakennus seisoo tyhjänä vieressä. Vanha rakennus voisi korjata ja käyttää uudellee. Esimerkiksi siellä voisi olla eläinkeskus nimeltä Jakomäki Animals. Keskuksessa olisi eläinten turvakoti, talvipuutarha, koira- ja kissakahvila, johon lemmikkiomistajat voisivat tulla kahville.",Koillinen,60.2997106072951,25.2719879150391,3.0,rejected,0.0,Not selected,,,,,location_not_specified
1590,3,Nuorten puisto ja kioski Östersundomiin,"”Tällä hetkellä Östersundom on tylsä paikka eikä nuorilla ole tarpeeksi tekemistä varsinkaan ulkona.” Nuorten puisto voisi olla nuorten oleskeluun tarkoitettu puisto, jonka läheisyyteen tulisi kioski, sillä kaupat ovat todella kaukana. ”Olisi kiva, jos siellä olisi myös skate- ,  skuuttiparkki tai joku pump track pyörille.”  Nuorille kivaa tekemistä, yhteisiä paikkoja. Östersundom tutuksi nuorille ja helsinkiläisille! Östersundom uutena retki- ja seikkailukohteena nuorille.

",Itäinen,,,4.0,accepted,0.0,Not selected,1971.0,1.0,600000.0,600000.0,location_not_specified
1591,2,Tietokonekeskus,"Jakomäen alueella pitäisi tehdä tietokonekeskus, josta tulisi vetovoimakeskus alueen asukkaille.",Koillinen,60.259502,25.080439,7.0,accepted,2.0,Not selected,,,,,Jakomäki
1591,3,Häkkifutis ja uudistettu koripalloalue nuorille ja lapsiperheille,"Nuorille ja lapsiperheille pieni häkkifutis ja koripalloalue Kontulan ostarille nuorisotalo Luupin eteen. Nuorilla ja lapsiperheillä ei ole ostarilla turvallista kivaa tekemistä ja tämä voisi olla ratkaisu siihen. Uudistettu alue kannustaisi nuoria ja lapsiperheitä liikkumaan ja ulkoilemaan kaupunkiympäristössä. Kivaa yhdessä tekemistä ja kannustamista ulkona hengaamiseen!
",Itäinen,,,5.0,accepted,0.0,Not selected,2138.0,3.0,50000.0,150000.0,location_not_specified
1592,2,Urheilukeskus,"Jakomäen alueella pitäisi tehdä urheilukeskus, josta tulisi vetovoimakeskus alueen asukkaille.",Koillinen,60.259502,25.080439,7.0,accepted,2.0,Not selected,,,,,Jakomäki
1592,3,Ulkosali,"Kunnon ulkosali, niin kuin latokartanossa tai paloheinässä! Lisäksi julkisia shakkilautoja liikuntapuiston yhteyteen.",Pohjoinen,60.235714,24.959187,4.0,accepted,0.0,Selected,1924.0,18.0,16479.777777777777,296636.0,Oulunkylä
1593,2,Kulttuurikeskus Jakomäkiasma,"Jakomäen alueella pitäisi tehdä kulttuurikeskus, josta tulisi vetovoimakeskus alueen asukkaille.",Koillinen,60.259502,25.080439,5.0,accepted,1.0,Not selected,,,,,Jakomäki
1593,3,Kokoontumispaikkoja Pitäjänmäkeen ja Kaarelaan,"Pitäjänmäen ja Kaarelan alueilla on paljon puistometsää, aukioita ja luontoa, mutta kokoontumis- ja ajanviettopaikkoja ei oikein ole. Näille alueille toivotaan vastaavia paikkoja viihtyvyyden lisäämiseksi.

Ehdotamme Pitäjänmäen ja Kaarelan peruspiirien puisto- ja aukioalueille runsaasti puistonpenkkejä ja penkkipöytä-yhdistelmiä, jotka toimivat hyvinä kokoontumispaikkoina sekä nuorille että aikuisille. On myös tärkeää huolehtia, että penkkien ja pöytien yhteyteen on sijoitettu roskis.",Läntinen,,,4.0,accepted,0.0,Not selected,1815.0,12.0,12500.0,150000.0,location_not_specified
1594,2,Ulkokuntosalilaitteet,"Herttoniemen urheilukentälle tai sen läheisyyteen toivotaan hartaasti  ULKO KUNTOSALILAITTEITA. Varsinkin tämä vuosi, 2020, on vähentänyt sisäkuntosalien toiminnan määrää, ja toisaalta ainakin viime talvi oli tosi leuto, jolloin ulkona olevat kuntosalilaitteet olisivat toimineet hyvin. Uusia asuntoja on rakenteilla ""Urtsin"" läheisyyteen , mutta tilaa ja varsinkin tarvetta löytyy myös uusille nykyaikaisille ulkona oleville kuntosalilaitteille. Käyttöaste tulisi olemaan suuri, sillä urheilukentän lähellä olevan yläasteen ja lukion oppilaat voisivat myös hyödyntää  kyseisiä laitteita.",Kaakkoinen,60.2128744667336,25.0381164508872,6.0,accepted,2.0,Not selected,,,,,Herttoniemi
1594,3,Vehreyttä Sitra-torille!,"Kannelmäkeläiset ovat harmitelleet Sitra-torin kuntoa pitkään. Sitra-torille toivotaan vihreyttä, viihtyisyyttä ja istutuksia. Ehdotamme, että Sitra-tori kunnostetaan ja alueelle tuodaan puita, istutuksia, penkkejä ja pöytäpenkkejä. Lisäksi olisi tärkeää huolehtia, että penkkien ja pöytien yhteyteen on sijoitettu roskis, koska pöytien käytön myötä usein mukana tuodaan jotain, josta voi syntyä roskaa.",Läntinen,60.239195,24.87622,4.0,accepted,0.0,Not selected,2215.0,6.0,25000.0,150000.0,Kaarela
1595,3,Grillauspaikkoja Meilahden puistoihin!,"Grillit ovat hyvä paikka valmistaa ruokaa ja viettää aikaa läheisten kanssa. Ruoan grillaaminen ja nauttiminen yhdessä on mukavaa ja tuo ihmisiä yhteen. Grillipaikat myös myötävaikuttavat ulkona vietetyn ajan lisääntymiseen ja nuorten luontosuhteen kehittymiseen. Ehdotamme, että Meilahteen luodaan grillausmahdollisuuksia. ",Läntinen,,,5.0,accepted,0.0,Not selected,1972.0,1.0,200000.0,200000.0,location_not_specified
1596,2,Skills workshops in Pitäjänmäki area,"The proposed idea is to create workshops that aim at increasing the practical skills of the residents in Pitäjänmäki area. Through the skills workshops and seminars, people could learn something enjoyable and useful, free-of-charge and close to their home. The workshops should create facilities to meet participants'  needs, such as child care.",Läntinen,60.230022922523986,24.857734710195327,6.0,accepted,1.0,Not selected,1037.0,2.0,55326.5,110653.0,Pitäjänmäki
1596,3,Istutuksia Itä-Helsingin puistoihin,"Itä-Helsingissä on paljon leikkipuistoja, mutta vähän perinteisiä puistoja. Leikkipuistojen lähialueella on usein nurmialueita, joita käytetään esim. piknik- tai ajanviettotarkoitukseen, kuten Mustakivenpuisto. Viihtyvyyteen panostaminen myötävaikuttaa viettämään enemmän aikaa ulkona.

Ehdotamme Itä-Helsingin leikkipuistojen läheisyyteen istutuksia ja puita, jotka parantaisivat alueen katukuvaa ja samalla tekisivät nurmialueista puistomaisempia niin, että siellä olisi mukavampi viettää aikaa.",Itäinen,,,4.0,accepted,0.0,Selected,2411.0,3.0,66666.66666666667,200000.0,location_not_specified
1597,2,Bussireitti entiseksi,"Linjan 98 bussireitti Itäkeskus-Rastila entisenlaiseksi eli kulkemaan Vuosaaren metroasemalle asti. Palveli niin hyvin asukkaita kun pääsi Rastilan ja Vuosaaren välisille pysäkeille, mihin metrolla ei pääse.",Itäinen,60.20770864823081,25.12780182540264,4.0,rejected,1.0,Not selected,,,,,Vuosaari
1597,3,Penkkejä Herttoniemen puistoihin,"Kaakkois-Helsingin puistot ovat yleisesti hyvässä kunnossa, mutta niistä puuttuu puistonpenkit, joilla viettää aikaa. Alueen asukkaat ja nuoriso ovat usein toivoneet lähipuistoihin tällaisia istumamahdollisuuksia. Penkit lisäisivät viihtyisyyttä saaden nuoret ulkoilemaan. 

Ehdotamme, että Kaakon puistoihin lisätään penkkejä, etenkin Herttoniemeen. Lisäksi on huolehdittava, että penkkien lähellä on roskis, koska penkkien käytön myötä voi syntyä roskaa.",Kaakkoinen,,,4.0,accepted,0.0,Not selected,1819.0,11.0,18181.81818181818,200000.0,location_not_specified
1598,3,Grillauspaikkoja Mustikkamaalle!,"Grillit ovat hyvä paikka valmistaa ruokaa ja viettää aikaa läheisten kanssa. Ruoan grillaaminen ja nauttiminen yhdessä on mukavaa ja tuo ihmisiä yhteen. Grillipaikat myös myötävaikuttavat ulkona vietetyn ajan lisääntymiseen ja nuorten luontosuhteen kehittymiseen. Ehdotamme, että Mustikkamaalle luodaan grillausmahdollisuuksia.",Kaakkoinen,60.18033208578344,24.989933662904193,6.0,accepted,1.0,Not selected,1777.0,1.0,200000.0,200000.0,Kulosaari
1599,2,Animekauppa,"Monet Jakomäen alueen asukkaat tykkäävät animesta ja mangan lukemisesta. Ainoa animekauppa on Helsingin keskustassa ja sinne on pitkä matka. Jakomäen animekaupasta voisi tulla vetovoimakeskus sekä Jakomäen asukkaille, mutta myös muiden alueiden asukkaille.",Koillinen,60.26017,25.07523,7.0,accepted,2.0,Not selected,,,,,Jakomäki
1599,3,Koripallokenttä Oulunkylän keskustaan,"Oulunkylässä on monia koripalloilevia nuoria, jotka ovat toivoneet Oulunkylän keskustaan omaa koripallokenttää. 

Lasten ja nuorten liikuntaa on tärkeä tukea ja siksi ehdotamme koripallokenttää rakennettavaksi Oulunkylän keskustan alueelle huomioon ottaen alueen uuden asemakaavan niin, että kenttä saadaan joko lisättyä asemakaavaan tai niin, ettei se ole sen kannalta haitaksi.",Pohjoinen,,,4.0,accepted,0.0,Not selected,2289.0,1.0,100000.0,100000.0,location_not_specified
16,2,Omenat syötäviksi,"Kaupungissa on paljon julkisissa puistoissa olevia omenapuita. Puiden omenat pääosin mätänevät maastoon tai viedään kaatopaikalle. Olisi hyvä, jos joka syksy pidettäisiin yleinen omenoiden toimimispäivä jolloin puistoihin tuotaisiin tikkaita joiden avulla yleisistä puistoista voisi kerätä omenia.",Helsingin yhteinen,60.168676579179866,24.9409467965726,4.0,accepted,1.0,Not selected,,,,,Vironniemi
16,2,Omenat syötäviksi,"Kaupungissa on paljon julkisissa puistoissa olevia omenapuita. Puiden omenat pääosin mätänevät maastoon tai viedään kaatopaikalle. Olisi hyvä, jos joka syksy pidettäisiin yleinen omenoiden toimimispäivä jolloin puistoihin tuotaisiin tikkaita joiden avulla yleisistä puistoista voisi kerätä omenia.",Helsingin yhteinen,60.168676579179866,24.9409467965726,4.0,accepted,1.0,Not selected,,,,,Vironniemi
160,1,Yleisö-WC:t Haagaan,"Ehdotan, että Helsingin kaupunki rakentaisi yleisö-WC:t Haagan  puistoalueelle. Ne palvelisivat alueen asukkaita, työmatkalaisia ja ulkoilijoita läpi vuoden.

Kokonaisuuteen sisältyisi kolme yleisö-WC:tä.
Yksi voisi olla Runar Schildtin puistossa. Toinen Aino Acktén koirapuiston lähettyvillä, jonka välittömässä läheisyydessä on myös upea siirtolapuutarha. Kolmas voisi sijoittua joko Haagan ihanaan Alppiruusupuistoon tai Laajasuon liikuntapuistoon, tai vaihtoehtoisesti Riistavuoren puistoon.

",Läntinen,60.17116,24.93266,11.0,accepted,1.0,Not selected,,,,,Kampinmalmi
160,2,Asuinalueiden linja-autopysäkkejä viestintäkanavana. ,"Käytetään eri kaupunginosien ja asuinalueiden linja-autopysäkkejä viestintäkanavana. Pysäkkien tauluille voisi kiinnittää julisteita, joissa kerrotaan kyseisen alueen ja sen lähiympäristön nähtävyyksistä ja mielenkiintoisista paikoista.  Tällaisia paikkoja voivat olla esimerkiksi puistot, teatterit tai museot. Saattaa olla, että henkilö on tullut esimerkiksi Vuosaareen asioille, eikä tiedä, että noin 7 minuutin kävelymatkan päässä metrolta on yksi kaupungin kauneimmista uimarannoista. Olisi hienoa jos voisi bussia odotellessa nähdä esimerkiksi reitin kartalla pysäkiltä kohteeseen visuaalisena esityksenä.",Helsingin yhteinen,,,4.0,accepted,1.0,Not selected,,,,,location_not_specified
1600,2,Enemmän kirjoja eri kielillä kirjastoon,"Jakomäen kirjasto on hyvin pieni, kun taas Jakomäen asukkaat puhuvat ja haluavat lukea kirjoja eri kielillä. Pitää laajentaa kirjastoa ja tuoda enemmän kirjoja eri kieliryhmille.",Koillinen,60.260307,25.076054,9.0,accepted,3.0,Not selected,951.0,3.0,86666.66666666667,260000.0,Jakomäki
1600,3,Penkki- ja pöytäryhmiä Pohjois-Helsingin puistoihin,"Pohjois-Helsingin puistoihin on pitkään toivottu penkki- ja pöytäryhmiä. Etenkin Torpparinmäen, Oulunkylän ja Itä-Pakilan alueilla levähdyspaikkoja ja pöytiä on puistoissa vähän, ja pöytäpenkki-yhdistelmiä on lähinnä leikkipuistoissa eikä niinkään yleisissä puistoissa. 

Pohjois-Helsingin puistoihin tulisi lisätä penkki- ja pöytäryhmiä, etenkin Vantaanjoen etelärantaan. Lisäksi on tärkeä huolehtia, että penkkien ja pöytien yhteyteen on sijoitettu roskis.
",Pohjoinen,,,4.0,accepted,0.0,Not selected,2290.0,4.0,37500.0,150000.0,location_not_specified
1601,2,Enemmän koirapuistoja,"Jakomäen alueella on vain yksi koirapuisto, jossa aina haisee pahasti. Pitää siivota sitä säännöllisemmin ja rakentaa myös lisää koirapuistoja.",Koillinen,60.258366,25.084536,5.0,accepted,1.0,Not selected,,,,,Jakomäki
1601,3,Torpparinmäkeen pieni liikuntapuisto,"Torpparinmäen nuoret ovat toivoneet liikunnan mahdollistavia puitteita seudulle. Ehdotamme, että Torpparinmäkeen luodaan liikuntapuisto!",Pohjoinen,,,7.0,accepted,2.0,Not selected,2291.0,1.0,296636.0,296636.0,location_not_specified
1602,2,metsäretkeilijä ryhmälle kota päiväkotimme läheisyyteen,"Päiväkotiryhmämme retkeilee ja leikkii lähimetsässä säännöllisesti. Paikka on mahtava oppimisympäristö, mutta meillä ei ole paikka, mihin voisi jättää tarvittavia materiaaleja tai olla välillä suojassa levähtämässä. Nykyisessä retkipaikassamme Kontion majan läheisyydessä olisi loistava paikka kodalle ja jos kota olisi lukollinen, se olisi meidän oma paikkamme. Toki se olisi koko päivähoitoyksikkömme 11.  ryhmän käytössä silloin, kun me emme olisi siellä. Lapset ovat miettineet majaa, joka hajotetaan aina kun emme ole paikalla. Siitä lähti ajatus mahdollisesta kodasta. Lasten mielestä
•	”olis kiva kun meidän paikka olis aina ehjä”
•	”sinne vois jättää tavaroita ja ne ois tallella aina""
•	”voitais olla koko päivä metsässä”, ”olis kiva, ettei tarttis lähtee takas päiväkotiin vessaan” (jos paikalla olisi myös vessa)",Itäinen,60.219809297057,25.0879722833633,4.0,accepted,1.0,Not selected,611.0,6.0,39750.0,238500.0,Vartiokylä
1602,3,Yhteisöllinen lähiliikuntapaikka Vuosaaren Keulapuistoon,"Tehdään Keulapuistosta yhteisöllinen perheiden ja lasten lähiliikuntapaikka parantamalla sen palveluita. Ränsistynyt koripallokenttä muutetaan katukoripallokentäksi päällystämällä se muovipintaisella Bergo pelialustalla. Koripallokentän viereen sijoitetaan noin 6 painopakallista ulkokuntosalilaitetta palvelemaan aikuisten kuntoilua. Lisäksi lasten suosiossa olevalle mäelle sijoitetaan liukumäki ja muita lapsille soveltuvia leikkivälineitä, kuten vaijeriliukuja ja muita leikkivälineitä. 
",Itäinen,60.208447,25.131138,5.0,accepted,1.0,Not selected,2139.0,1.0,100000.0,100000.0,Vuosaari
1603,2,Kaakkois-Helsingin yläkoulujen pihat viihtyisämmiksi ,"Porolahden peruskoulun yläkoulun oppilaiden mielestä alueen yläkoulujen (Porolahti, Laajasalo) pihoista tulisi tehdä viihtyisämmät ja urheilukentät kunnostaa. Oppilaat kaipaavat lisää aktiviteetteja välitunneille, penkkejä, katoksia ja pyörätelineitä ja -katoksia.  Viihtyvyyttä lisäisivät myös istutukset ja ympäristötaide. 

Pihojen kunnostus lisäisi merkittävästi alueen nuorten viihtyvyyttä koulussa ja urheilukenttien kunnostuksesta, istutuksista ja ympäristötaiteesta olisi iloa ja hyötyä kaikille alueen asukkaille. Oppilaskunta ideoi mielellään lisää.",Kaakkoinen,60.20262,25.061424,8.0,accepted,2.0,Not selected,669.0,3.0,63333.333333333336,190000.0,Herttoniemi
1603,3,Grillauspaikkoja Keskuspuistoon!,"Grillit ovat hyvä paikka valmistaa ruokaa ja viettää aikaa läheisten kanssa. Ruoan grillaaminen ja nauttiminen yhdessä on mukavaa ja tuo ihmisiä yhteen. Grillipaikat myös myötävaikuttavat ulkona vietetyn ajan lisääntymiseen ja nuorten luontosuhteen kehittymiseen. Ehdotamme, että Helsingin Keskuspuistoon luodaan grillausmahdollisuuksia!",Pohjoinen,,,4.0,accepted,0.0,Not selected,2292.0,1.0,200000.0,200000.0,location_not_specified
1604,2,Ulkokuntosali Kumpulan maauimalaan,"Etenkin korona-aikaan, ja muutenkin kesäisin, olisi mukavaa pystyä treenaamaan ulkosalla. Kumpulan maauimalassa tämä on ennen ollutkin mahdollista, mutta nyt alueen perällä katoksessa ollut painonnosteteline, tangot, painot ja kahvakuulat on poistettu. Myös taivasalla olleet kuntoilutelineet on poistettu. Painojen tilalla on  vain kolme nyrkkeilysäkkiä, jotka ovat olemattomalla käytöllä. 

Tuodaan Kumpulaan vapaat painot ja muut kuntoilutelineet takaisin. Maauimala voisi olla mukava paikka koko perheelle, jos sieltä löytyisi mielekästä tekemistä kaikille. Painojen ja telineiden tuominen takaisin ei maksaisi paljoa, mutta niistä olisi iloa monille. Onhan voimaharjoittelu lisännyt suosiotaan huomattavasti viime vuosina.",Keskinen,60.2074,24.95795,4.0,accepted,1.0,Not selected,,,,,Vanhakaupunki
1604,3,Grillauspaikkoja Kaivopuistoon!,"Grillit ovat hyvä paikka valmistaa ruokaa ja viettää aikaa läheisten kanssa. Ruoan grillaaminen ja nauttiminen yhdessä on mukavaa ja tuo ihmisiä yhteen. Grillipaikat myös myötävaikuttavat ulkona vietetyn ajan lisääntymiseen. Ehdotamme, että Kaivopuistoon luodaan grillausmahdollisuuksia.",Eteläinen,,,5.0,accepted,1.0,Selected,1778.0,3.0,83333.33333333333,250000.0,location_not_specified
1605,2,Ulkojumppaa Nyyttipuistoon Alppikylään,"Maksuton ulkojumppa vuodenajasta riippumatta Alppikylään. Nyyttipuistossa on mahdollista monenlainen liikunta. 
Hyödynnetään yhteistä puistoa ja treenataan yhdessä. Nyt puiston monipuolisuutta ei ymmärrä, kun treenirakennelman käyttöön ei ole ohjausta. Yhteisen toiminnan käynnistämiseen olisi tarvitaan liikunnanohjaaja.

Vahvistetaan yhdessä liikkumalla alueen yhteisöä ja tutustutaan toisiimme. Jumppa/treeni kaikenkuntoisille ja ikäisille lisäisi alueen yhteisöllisyyttä.",Koillinen,60.2582008864146,25.0687837600708,4.0,accepted,1.0,Not selected,,,,,Puistola
1605,3,Pöytiä keskustan puistoihin,"Keskustan alueen puistot ovat erittäin suosittuja kansalaisten keskuudessa, ja niissä on suurimmilta osin hyvin puistonpenkkejä. Niissä ei kuitenkaan ole kohtaamispaikkoja, kuten katoksia tai pöytäpenkki-yhdistelmiä, joissa voi nauttia esimerkiksi eväsretkestä.

Ehdotamme, että keskusta-alueen puistoihin lisätään pöytäpenkki-yhdistelmiä, penkkejä ja huolehditaan siitä, että niiden viereen on sijoitettu roskis. Tällä hetkellä pöytäpenkki -yhdistelmiä löytyy lähinnä lasten leikkipuistoista.",Eteläinen,,,4.0,accepted,0.0,Selected,2331.0,5.0,40000.0,200000.0,location_not_specified
1606,2,Laatikkopyörän vuokraus,"Mukavaa jos Helsingin kaupungilta voisi lainata laatikkopyörän. Vuokrauspisteitä voisi olla ympäri kaupunkia, vaikka kirjastojen yhteydessä. Ovat kalliita hankkia ja niiden säilytys vie tilaa.",Helsingin yhteinen,60.168676579179866,24.9409467965726,6.0,accepted,2.0,Not selected,,,,,Vironniemi
1606,3,Ylä-Malmin tori viihtyisäksi!,"Ylä-Malmin torilla vietetään paljon aikaa, mutta se koetaan erityisen epäviihtyisäksi. Asukkaat ja eteenkin nuoret toivovat, että Ylä-Malmin torille lisättäisiin viihtyisyyttä istutusten ja kasvien muodossa.",Koillinen,60.252308634542935,25.00869320680165,5.0,accepted,1.0,Selected,2293.0,2.0,75000.0,150000.0,Malmi
1607,2,Tekojääkenttä yleisöluistelua varten Vuosaaren liikuntapuistoon,"Vuosaaren liikuntapuistoon on rakennettu hienot tilat jalkapallolle ja muille kesäkauden ulkoliikuntamuodoille. Ilmastomuutoksen seurauksena merellisen Vuosaaren asukkailla ei useimpina talvina ole ollut ulkoluistelumahdollisuutta, koska alueella ei ole tekojääkenttää. Myös liikuntatunteja ajatellen on suuri puute, ettei alueen lukuisilla kouluilla ja päiväkodeilla ole käytännössä mahdollisuutta järjestää luistelua ulkona ilman kuljetusta.

Ehdotamme, että Vuosaaren liikuntapuistoon tehdään oheisessa kartassa näkyvälle hiekkakentälle marraskuusta-maaliskuuhun kaikille avoin tekojäärata. Siitä osa pitäisi varata luistelijoille, joilla ei ole mailaa, osalla kentästä voisi pelata ns. pipolätkää, ja sen lisäksi alueen reunalle tehtäisiin erillinen, yksisuuntainen kuntoluistelurata. Nämä kolme aluetta erotettaisiin toisistaan esimerkiksi matalilla reunuksilla ja/tai maalilla. 

Tämä lisää Vuosaaren Liikuntapuiston ympärivuotista käyttöä ja sinne olisi helppo tulla myös laajemmalta alueelta.",Itäinen,60.212894,25.157003,2.0,rejected,0.0,Not selected,,,,,Vuosaari
1607,3,Puistonpenkkejä ja -pöytiä Keskuspuistoon,"Keskuspuisto on iso metsäpuisto, mutta pöytä- ja penkkiryhmiä puistossa on vähän. Keskuspuiston viereisillä asuinalueilla ei välttämättä ole omaa puistoa, koska Keskuspuisto kulkee niiden vierestä. Keskuspuiston viihtyvyyteen panostaminen myötävaikuttaa ulkona vietetyn ajan lisääntymiseen ja nuorten luontosuhteen kehittymiseen. Keskuspuistoon tulisi lisätä runsaasti puistonpenkkejä ja pöytäpenkki-yhdistelmiä lisäämään viihtyisyyttä. Huolehditaan, että penkkien läheisyyteen on sijoitettu roskis.",Keskinen,,,6.0,accepted,1.0,Not selected,1868.0,8.0,18750.0,150000.0,location_not_specified
1608,2,"Herttoniemenrannan kukitus tuomaan pirteyttä, väriä ja kauneutta alueelle.","Kukitetaan koko Herttoniemenranta.  Useita kukkasipulitalkoita koko Herttoniemenrannan alueelle. Syksyllä istutettaisiin tuhansia ja tuhansia kukkasipuleita ympäri Herttoniemenrantaan ennalta sovittuihin paikkoihin, mm. puistoihin, teiden varsille, pieniin tylsiin kulmiin, kaupunginosan sisääntuloihin. Keväällä saisimme kaikki ihailla runsasta kukkaloistoa. Yhden kerran kun ne istuttaa, iloa riittää vuosiksi eteenpäin, koska kukkasipulit ovat monivuotisia, jotka aina keväisin nousisivat lumen sulettua. Sellaisia kukkasipuleita, joita kanit ei popsisi esim. mm. narsisseja.
Lisäksi alueelle kesällä kukka-amppeleita katujen lyhtypylväisiin, niinkuin usein maaseudulla näkyy olevan. On kaunista.
 Myös enemmän jättikukkaruukkuistutuksia useampaan kohtaan Herttoniemenrannassa, nyt taitaa olla vain Neitojenrannassa.
Värikkäät kukat ilahduttaisi kaikkia asukkaita tasapuolisesti ja piristää päivää. Kukilla saa kauneutta lähiöön. 
Hertsikanrannassa tapahtuu ry, juuri Sinun eduksi ja iloksi.",Kaakkoinen,60.1904980810274,25.0363022089005,2.0,accepted,0.0,Not selected,633.0,4.0,37500.0,150000.0,Herttoniemi
1608,3,Penkkejä ja pöytiä Kallioon ja Alppipuistoon,"Kallion ja Alppilan alueilla nuoret ovat toivoneet vehreyden ohella levähdys- ja virkistyspaikkoja puistoihin. Näiden alueiden puistot ovat hyvin suosittuja etenkin nuorison ja ulkoilijoiden keskuudessa. 

Ehdotamme Kallion puistoihin sekä Alppipuistoon runsaasti lisää puistonpenkkejä ja pöytäpenkki-yhdistelmiä, joita Alppipuistossa ei lainkaan ole. Lisäksi olisi hyvä, jos pöytien ja penkkien yhteyteen on sijoitettu roskis, koska niiden käytön myötä usein mukana tuodaan roskaa tuottavaa.",Keskinen,,,4.0,accepted,0.0,Not selected,1868.0,8.0,18750.0,150000.0,location_not_specified
1609,2,Höntsyjä ja uusia lajeja lapsille ja nuorille sekä perheille ja kaveriporukoille,"Olemassa oleville harrastuspaikoille ja kentille olisi hienoa saada harrastusvälineitä kaikkien käyttöön ja eri lajeihin, ettei kaikkien tarvitsisi ostaa omia ja jos haluaa vain esim. kokeilla jotain uutta harrastusta. Silloin kaikki (muutkin kuin seuroissa kilpapelaajat) pääsisivät pelailemaan ja harrastamaan hyvillä välineillä!

Esimerkiksi joukkuelajeihin (salibandy, jääkiekko, pesäpallo jne.) olisi hyvä kun olisi perusvarusteet kentän luona lainattavissa (esim. kontissa/varastossa tms.), saisi porukka pelit aikaan ja kentillekin tulisi enemmän hyötykäyttöä. Kaikilla ei kumminkaan ole aina omia varusteita joka lajiin.",Helsingin yhteinen,60.168676579179866,24.9409467965726,14.0,accepted,6.0,Not selected,,,,,Vironniemi
1609,3,Kohtaamispaikkoja Käpylään!,"Otto-Iivari Meurmanin puistossa penkit ovat harvassa. Ehdotamme kohtaamis- ja ajanviettopaikkoja eli puistonpenkkejä ja pöytäpenkkejä Otto-Iivari Meurmanin ja Amerin puistoihin. Lisäksi on tärkeä huomioida, että pöytien ja penkkien yhteyteen on sijoitettu roskis, koska niiden käytön myötä usein mukana tuodaan jotain, josta syntyy roskaa.
",Keskinen,60.2174355,24.9564884,4.0,accepted,0.0,Not selected,1868.0,8.0,18750.0,150000.0,Vanhakaupunki
161,1,Viemäriverkon korjaus Mellunmäessä,"Itäväylän ja Naulakalliontien risteyksen viemärit ova niin järkyttävän huonossa kunnossa, että usein koko asuma-alueella on kauhea viemärilöyhkä. Ihmettelen miten siellä asuvat ihmiset voivat avata oven ulos, kun ilma on täynnä bakteereita. Viemäriverkko on uusittava pian.",Itäinen,60.23758,25.11181,24.0,rejected,0.0,Not selected,,,,,Mellunkylä
161,2,Saunallinen talviuintipaikka Lauttasaareen,"Lauttasaaressa on jäsenyyteen perustuvia talviuintipaikkoja, toinen Humauksessa ilman saunaa ja toinen, kalliimpi, Saunaseuralla. Lauttasaareen tarvittaisiin yleinen saunallinen talviuintipaikka, johon kuka tahansa voisi tulla maksamalla sisäänpääsymaksun. Sen yhteydessä voisi olla kahvilakin. Esimerkkiä voisi ottaa Turun avantouimareiden Uittamon saunasta ja laiturista.",Eteläinen,60.15717,24.867437,2.0,rejected,0.0,Not selected,,,,,Lauttasaari
